,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/t5-xxl-lm-adapt,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/ul2,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai/Mixtral-8x7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
127,olmpics-coffee_cats_quantifiers,reasoning,always never,sentence classification,0.001953125,olmpics-coffee_cats_quantifiers,0.455269355,0.475204241,0.47298165,0.468911931,0.459399623,0.472743076,0.449913698,0.448668754,0.479565108,0.455966163,0.444444478,0.468159127,0.449385297,0.494862193,0.472565627,0.459771311,0.333333349,0.489765579,0.46275512,0.447712445,0.454256886,0.470279807,0.400700343,0.444444478,0.444444478,0.444444478,0.39276045,0.465448344,0.460723752,0.471105409,0.456746358,0.462045705,0.453252232,0.46183179,0.480360502,0.438337967,0.453190839,0.459835249,0.446567613,0.446334404,0.457997054,0.444622111,0.452053231,0.446590799,0.444444478,0.444444478,0.461239976,0.443057013,0.464615688,0.461866534,0.343332723,0.410658327,0.454585004,0.450319791,0.46739769,0.457813287,0.473407871,0.494087255,0.412777996
128,olmpics-composition_v2,reasoning,encyclopedic composition,sentence classification,0.001953125,olmpics-composition_v2,0.394662333,0.407663095,0.40145852,0.427851027,0.469355631,0.468835279,0.498300081,0.478727227,0.41645242,0.437671751,0.494657582,0.483848327,0.479822576,0.490839362,0.480312157,0.486363816,0.347853047,0.448915762,0.496365058,0.476477605,0.437551546,0.37620036,0.390979028,0.310000002,0.31410659,0.349045873,0.310000002,0.494993019,0.490335089,0.492789531,0.468780482,0.487223935,0.483375508,0.495167444,0.481506479,0.478687274,0.48340559,0.491084719,0.454865944,0.471357352,0.438446748,0.495724666,0.471351749,0.472858524,0.494069082,0.473451948,0.497118449,0.489622051,0.443503338,0.423178327,0.400368452,0.317922407,0.460369319,0.491891837,0.432512295,0.492280203,0.491114134,0.4553092,0.436977345
129,olmpics-compositional_comparison,reasoning,multi-hop composition,sentence classification,0.001953125,olmpics-compositional_comparison,0.400000006,0.393071407,0.410854775,0.397918904,0.376477283,0.40460881,0.416313952,0.414897025,0.437800151,0.42424866,0.400000006,0.401876056,0.452103102,0.404384434,0.455852753,0.470899534,0.280000001,0.434512961,0.410428274,0.417441529,0.427601928,0.403797716,0.378280711,0.340000004,0.340000004,0.33916201,0.370000005,0.4803886,0.30799219,0.421237153,0.414716065,0.343572569,0.474672675,0.310000002,0.363017237,0.332727748,0.418626159,0.411996984,0.458901531,0.436507446,0.434697264,0.429702032,0.472641671,0.440364581,0.411111116,0.419351667,0.427501684,0.444201618,0.427861476,0.430150501,0.372814667,0.400000006,0.431778193,0.401105779,0.401479429,0.429677379,0.463056314,0.310000002,0.351702815
130,olmpics-conjunction_filt4,reasoning,property conjunction,sentence classification,0.001953125,olmpics-conjunction_filt4,0.430169636,0.437081629,0.453599858,0.419591105,0.447211474,0.402866212,0.437409383,0.421182239,0.454481184,0.44552424,0.41254735,0.420520306,0.468066102,0.477058834,0.469886106,0.467407316,0.340000004,0.421389467,0.447539628,0.437171358,0.474830264,0.469098055,0.444612515,0.404567909,0.403068787,0.405732417,0.381818193,0.465326095,0.464927238,0.454469937,0.438687301,0.491614223,0.472343612,0.46488061,0.48456732,0.448217005,0.480225158,0.451413083,0.442763579,0.424458247,0.429154307,0.430657476,0.451506436,0.428825355,0.437316835,0.435834229,0.438659079,0.411818194,0.413157421,0.440532726,0.386082685,0.384632576,0.472191375,0.45037604,0.450735664,0.42557925,0.492374104,0.491290498,0.481116438
131,olmpics-hypernym_conjunction,reasoning,taxonomy conjunction,sentence classification,0.001953125,olmpics-hypernym_conjunction,0.438030803,0.443342143,0.459740329,0.456984431,0.450545985,0.436520579,0.458188015,0.460828584,0.469256026,0.436201328,0.455105633,0.456147581,0.425039375,0.451389033,0.417388594,0.418521482,0.365524155,0.450152421,0.440247428,0.456177914,0.446239692,0.446433097,0.399814725,0.41511721,0.404495722,0.400000006,0.347322732,0.451093864,0.447716057,0.442241627,0.424154383,0.455008018,0.42123493,0.464623761,0.434603542,0.458014959,0.447816211,0.427580881,0.471819323,0.416484171,0.451454198,0.487015659,0.46186409,0.459146249,0.4024086,0.44575851,0.445712042,0.446360552,0.480413818,0.468542242,0.420961446,0.407412463,0.441936779,0.43578639,0.460201389,0.459117013,0.439622676,0.487832165,0.510108602
132,olmpics-number_comparison_age_compare_masked,reasoning,age comparison ,sentence classification,0.001953125,olmpics-number_comparison_age_compare_masked,0.374861985,0.37880969,0.398915745,0.392176473,0.338514549,0.443524551,0.369264078,0.379856908,0.414294744,0.353822333,0.442791677,0.437071896,0.450027078,0.475254118,0.443060583,0.55606277,0.333333343,0.453603739,0.630271256,0.574644685,0.391264206,0.642872006,0.362717313,0.333333343,0.333333343,0.333333343,0.333333343,1,0.445066649,0.833708143,0.454506254,0.405537134,0.967906499,0.430543536,0.407879686,0.364035386,0.506621689,0.563931245,0.714448309,0.59691186,0.524143481,0.551855606,0.613040823,0.645422435,0.602900751,0.66315937,0.563984853,0.661844027,0.484383595,0.38253206,0.333333343,0.333333343,0.478892165,0.518829376,0.608818787,0.529553473,0.561587289,0.362913239,0.396517569
133,olmpics-size_comparison,reasoning,object comparision,sentence classification,0.001953125,olmpics-size_comparison,0.476385605,0.38048811,0.450415558,0.463170898,0.392845541,0.471375704,0.464224631,0.414090174,0.398947269,0.393743521,0.403768122,0.486480182,0.379136264,0.487622631,0.368464494,0.52330718,0.381934839,0.451368481,0.451047081,0.413648707,0.485548192,0.411205643,0.359702557,0.333333343,0.335703713,0.338886817,0.336665428,0.651364768,0.43778317,0.382020283,0.408236015,0.371910518,0.481914645,0.394754273,0.353123158,0.444187433,0.377440763,0.441736579,0.547703862,0.495768374,0.515096849,0.456190526,0.468484914,0.470990074,0.443349975,0.511985868,0.481330287,0.501169187,0.426267628,0.342139977,0.403019565,0.343597174,0.465046328,0.471607971,0.446752453,0.511115217,0.441881984,0.393110949,0.497713381
134,ordering,discourse,sentence order,token(s) classification,0.001953125,ordering,0.281531346,0.316188109,0.29425475,0.299612047,0.424460018,0.411705986,0.367633653,0.382922018,0.21919553,0.248672464,0.413408691,0.414014846,0.71110338,0.648101401,0.488559669,0.825279582,0.285928223,0.578448379,0.598088503,0.572655404,0.377601707,0.343227834,0.770527971,-0.022627592,0.061111606,0.032778351,0.046313552,0.84798764,0.634601223,0.81007055,0.73908627,0.645187867,0.854416513,0.606294608,0.700463617,0.568546379,0.773713434,0.790783477,0.639671814,0.481119797,0.395811528,0.389728481,0.610742784,0.62097733,0.581792122,0.570368516,0.59715966,0.484442359,0.357648492,0.328931499,0.42897321,0.352214235,0.394180405,0.610381043,0.44820199,0.598047686,0.757127893,0.058516185,0.07639659
135,passive,semantics,passive,sentence classification,0.001953125,passive,0.38146826,0.378832269,0.414227074,0.422815755,0.394727618,0.335330814,0.481332701,0.419779283,0.379291922,0.491540521,0.472521168,0.439154249,0.386074084,0.486139518,0.448528469,0.353029501,0.375317848,0.434212685,0.367203826,0.389588886,0.454107422,0.358605671,0.388156861,0.333333343,0.35022822,0.339744025,0.333392584,0.345743901,0.421693426,0.400485539,0.417242622,0.39944278,0.358722085,0.364727777,0.429955149,0.452992547,0.359689945,0.375134987,0.353688759,0.343309039,0.359872228,0.340773636,0.437208635,0.420091558,0.336091111,0.40831086,0.486488223,0.423446286,0.443379629,0.44300279,0.404923218,0.420648867,0.353643268,0.393191648,0.39479512,0.417436624,0.451093149,0.512180126,0.44556722
136,pos,syntax,part-of-speech,token(s) classification,0.001953125,pos,0.382738072,0.381420863,0.347655058,0.355150348,0.39736957,0.395310652,0.36912728,0.356027359,0.303001073,0.203328034,0.37628443,0.414351499,0.405608064,0.33316409,0.382803308,0.42533111,0.138606851,0.475629038,0.468927288,0.471767843,0.369001353,0.31543591,0.341315806,0.00405859,0.007286691,0.003630323,0.002920178,0.441457921,0.299603558,0.356305128,0.373257869,0.349483716,0.437625909,0.361236322,0.387327039,0.295033193,0.341527689,0.450936931,0.463135165,0.348913059,0.366564047,0.341930592,0.027075724,0.033231606,0.024473086,0.02861191,0.446785647,0.468797076,0.02153574,0.020277881,0.302412802,0.243164289,0.416785997,0.433723778,0.021238088,0.440424842,0.385876215,0.156839889,0.118631066
137,pred-is-dynamic,semantics,genericity,token(s) classification,0.001953125,pred-is-dynamic,0.035533837,0.036062046,0.03429065,0.023010424,0.033164144,0.049847373,0.047324256,0.02472835,0.023955895,0.04925373,0.054049128,0.066377036,0.074554028,0.034988986,0.0771129,0.054767038,-0.01406788,-0.004373423,0.01899728,0.052283603,0.025107807,0.04430958,0.00730779,-0.000281641,0.016741861,0.021803579,0.011241219,0.055525582,-0.009400067,0.01476759,-0.010933212,-0.020511291,0.034246812,0.000906175,0.01980287,0.034999962,0.019278377,0.026805391,0.047283258,0.021139642,0.026018096,0.051905316,-0.002072703,-0.003813871,0.006954673,0.007415957,0.018972819,0.031941312,0.01744203,0.018479128,0.022875208,0.000827439,0.023793825,0.050603182,0.020010148,0.041871555,0.04347345,-0.029400941,0.008218925
138,pred-is-hypothetical,semantics,genericity,token(s) classification,0.001953125,pred-is-hypothetical,0.069269641,0.049899699,0.06131437,0.024513914,0.016891518,0.036183041,0.02323357,0.044644127,0.026491886,0.025615595,0.04531387,0.070910999,0.012461306,0.03156053,0.048494606,0.05207975,0.033941759,0.008455029,0.052958499,0.020592948,0.033233416,0.02337447,0.054518185,-0.021930056,-0.003571486,0.012723383,-0.0425613,0.032261699,-0.009733905,0.04421816,0.0446632,0.043055974,-0.004361997,0.034288035,-0.012998234,-0.018845501,0.021281131,0.052092262,0.020201854,0.086659025,0.07456696,0.046640091,0.033639648,0.03263003,0.043941072,0.034009729,0.031653721,0.052675704,0.036985872,-0.008973493,0.023859602,0.012930319,-0.01447914,0.055767169,0.02226278,0.022568334,0.03029907,0.058693338,0.055870878
139,pred-is-particular,semantics,genericity,token(s) classification,0.001953125,pred-is-particular,0.030357954,0.048212132,0.042845759,0.021852574,0.020869812,0.027633412,0.005333094,0.023161953,0.022625454,-0.005647998,0.004532672,0.01099354,-0.011191889,0.029158763,0.023487423,0.01110911,0.002511352,-0.000257542,0.040759325,0.046200055,0.010877422,-0.013081629,0.018045437,0.022446627,-0.007872345,0.020000683,0.01401615,-0.003311483,0.002150673,-0.004855575,-0.029807929,0.033617135,0.004542183,-0.000835054,-0.013935755,0.013792562,-0.016660595,-0.019675389,0.019554005,0.011411474,0.003484983,0.029807819,0.00111647,-0.000536883,0.026356835,0.028277255,0.031052098,0.017697531,0.007818196,0.040337039,-0.001639562,0.02807401,0.028382523,0.02218273,0.024025676,0.025720594,-0.021914881,-0.007065739,-0.025361923
140,protoroles-awareness,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-awareness,0.140721865,0.142160768,0.113534252,0.102166828,0.350849186,0.30277542,0.088581723,0.080246842,0.049839669,0.015706587,-0.06127681,0.319751433,0.343369161,0.460767102,0.435648185,0.535864937,0.249456006,0.260770063,0.403663975,0.244854303,0.347757369,0.213133718,0.335651559,0.10386264,0.076278701,0.045756617,-0.082902741,0.507947761,0.441551709,0.45741142,0.441416496,0.425907135,0.455693847,0.387235916,0.428938437,0.445913064,0.451595926,0.473167306,0.424801446,0.511759785,0.411616987,0.516138679,0.208343102,0.263224962,0.135655431,0.154941641,0.122623873,0.443108454,0.00403491,0.037559906,-0.003952735,-0.009882265,0.358876947,0.405157679,0.048644703,0.083522364,0.444274217,0.258607915,0.30981909
141,protoroles-change_of_location,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-change_of_location,0.060932302,0.011575642,-0.0061931,0.000550864,0.130013534,0.101187351,0.017685936,-0.017429835,-0.018125193,0.002601789,0.00632638,0.057986596,0.172960982,0.113345125,0.191946881,0.251397514,-0.01923883,0.047712982,0.113766637,0.086165478,0.009856619,0.05106831,0.191007695,-0.031641322,0.013008776,0.023004882,-0.019773282,0.233744016,0.212079599,0.216765916,0.199636173,0.208486941,0.214212847,0.137896132,0.181138286,0.177803424,0.21527001,0.226886547,0.101321229,0.059194324,0.147576469,0.153843732,-0.00752283,-0.03892622,-0.077019905,-0.076682352,0.11445944,0.04565592,-0.04086019,-0.028191237,-0.008495782,0.026704899,0.121025534,0.070529033,0.005620684,0.072464129,0.203413856,0.083587923,0.06692655
142,protoroles-change_of_possession,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-change_of_possession,0.012670866,0.099313546,0.040834186,0.121735924,0.012446853,0.137703159,0.046604182,0.005293925,0.021898042,0.040933706,0.040933167,0.099023146,0.084652863,0.065763363,0.106781793,0.092982077,0.103085361,-0.004902889,0.031596483,0.099223407,0.087459077,0.063564619,0.031259894,0.012161098,-0.008258998,0.032534529,-0.002103858,0.157105969,0.078059867,0.077627389,0.045454527,0.090701775,0.217545119,0.1084491,0.150646284,0.019613772,0.145045317,0.148249695,0.049056237,0.208081922,0.113030839,0.072888661,0.057210323,0.060161007,0.033491152,0.031558763,0.085413706,0.028366453,0.020375645,-0.017243184,0.013655204,0.036752482,-0.004726435,0.082785838,-0.039997723,0.033280111,0.042684381,0.034838895,0.001347821
143,protoroles-change_of_state,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-change_of_state,0.013027936,0.012370834,-0.011847674,-0.005519099,0.010436613,0.039838273,0.012649567,0.030805299,-0.019744546,-0.004361058,-0.014608727,0.031201079,-0.012763478,0.015423044,-0.019422499,0.010744041,0.006096366,-0.014053961,0.032893067,0.005332835,0.009367694,0.001426213,0.01282071,-0.017392074,-0.000587007,0.003434916,0.012628844,0.017511572,0.008834706,0.018573086,0.002916956,2.18E-05,-0.000751547,-0.037664686,0.00709832,0.010416985,0.012173318,-0.021373348,0.027180187,0.006634437,0.011331116,-0.001867847,0.003255297,-0.012071052,0.012930511,0.013992637,0.001600665,0.00533371,-0.00651172,0.003084435,-0.002979558,-0.006567691,0.006585356,-0.012544063,0.014834848,0.004884684,0.028367735,0.004331701,-0.004003512
144,protoroles-change_of_state_continuous,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-change_of_state_continuous,-0.006030279,0.007218792,-0.025451072,0.02957264,-0.02263331,0.000101555,0.035174929,-0.00178504,-0.029150684,0.019653309,0.025393745,0.011488953,0.004896586,-0.005934602,0.008279254,0.038845645,0.017951139,0.03306529,0.01340018,0.016539683,0.027739439,-0.005736495,-0.001937409,0.013811409,-0.02759507,0.031271581,0.029536755,0.003564809,-0.056892186,0.049931595,-0.040891895,0.019992048,-0.03200164,-0.006498579,-0.025882861,-0.05219155,0.003089841,-0.029591176,0.019459618,0.015534552,0.011916001,0.006616249,0.008417412,-0.014202976,-0.007490176,-0.008153606,0.006759863,0.040949167,0.014332209,-0.022037992,0.028447215,-0.036583907,-0.0073199,-0.039030422,-0.016396184,-0.00172884,-0.014753703,-0.01793424,-5.84E-05
145,protoroles-changes_possession,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-changes_possession,0.054289012,-0.012004415,0.127250489,-0.011783267,0.07350231,-0.090884396,-0.06502452,0.078106138,0.09244788,-0.028506197,0.093218838,0.27123474,0.031259943,0.13047432,-0.088912185,-0.239286799,0.039755547,0.096680307,-0.128614912,0.308490433,0.065514536,0.153906238,-0.212375349,0.193804523,-0.003305975,-0.042357348,0.085068718,-0.213209157,-0.001586587,-0.275815995,-0.110387076,-0.01816136,-0.381041723,0.007100934,-0.362910962,-0.340223798,-0.25519367,-0.225878817,0.161323645,-0.211946744,-0.045418923,0.179851982,-0.123315261,-0.195760419,-0.144114047,-0.192933089,0.145736002,0.01664758,0.16122703,-0.024959891,0.18112045,-0.026165599,0.195033675,-0.052372536,-0.252068006,0.070968808,0.122985113,0.076589657,0.101303977
146,protoroles-existed_after,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-existed_after,0.01458718,0.004757431,-0.005235612,-0.032212872,0.045365277,0.094362272,0.031084126,0.08180293,-0.01898034,0.000237995,0.002780685,0.090618189,0.086158457,0.066857783,0.126711273,0.142541029,0.015790482,0.031600138,0.062581057,0.039785345,0.022652452,-0.004598336,0.10929458,0.070669527,-0.002002264,0.054814105,-0.049956058,0.105508263,0.137841658,0.160310212,0.117410678,0.080673688,0.13086486,0.093379094,0.145148015,0.143295051,0.117069006,0.073787806,0.059912716,0.041884276,0.121633716,0.15129388,0.065314257,0.043131741,0.033632804,0.046860824,0.080260279,0.051623539,0.039033839,0.002148132,-0.008575466,-0.003525546,0.062507157,-0.018358608,0.024882188,0.018698903,0.130653772,-0.079409507,0.018852729
147,protoroles-existed_before,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-existed_before,0.063624345,0.002976471,0.099808484,-0.045100562,0.158798772,0.141366878,-0.024918905,0.035447132,0.091588925,0.161422852,0.114203218,0.095457463,0.180503084,0.146980087,0.248831373,0.294531059,0.064014614,0.129322712,0.092798967,0.059394103,0.009924035,0.029834411,0.216401997,0.009620735,0.068464417,-0.011748584,-0.03406692,0.23632527,0.18441425,0.22416372,0.201603878,0.153187552,0.209538025,0.163441457,0.230496034,0.249896652,0.238084745,0.21531637,0.217909351,0.173315153,0.106922094,0.141458142,0.075710637,0.084185183,0.110491872,0.020441504,0.108571767,0.134124279,0.002665976,-0.021207464,0.014446582,0.016851947,0.241943875,0.189217004,-0.029916935,0.196361892,0.27871294,-0.053704978,0.046785357
148,protoroles-existed_during,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-existed_during,0.025722695,-0.003075736,0.029668895,0.058211032,0.0610262,0.036648747,-0.000286943,0.038610587,-0.034087549,0.04936244,0.04990219,-0.005966394,0.125786357,0.020726983,0.126080273,0.123973636,-0.017574439,0.037022262,-0.007982277,0.037100725,0.020020899,0.023321797,0.071359769,0.024830593,0.024779381,-0.014948655,0.010493564,0.076142186,0.065174586,0.093928179,0.083611029,0.090073342,0.079457033,0.099452892,0.111697995,0.083865717,0.117113419,0.064930497,0.034102954,0.018248634,0.062299295,0.041659896,0.033125302,0.035944344,0.025567217,0.016819115,0.012921102,-0.047978428,0.0028373,-0.006404321,0.021640463,-0.015589687,0.016658813,0.000726666,-0.036865568,0.024714952,0.118257189,-0.007061335,-0.016143287
149,protoroles-exists_as_physical,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-exists_as_physical,-0.131511644,-0.109425043,0.156820303,0.065428998,-0.192249709,0.435036579,-0.102735104,0.157761604,-0.204075594,-0.139725518,-0.121609845,0.48139925,0.155706751,-0.004814669,0.152636349,0.310546547,0.163197565,0.117931612,0.175444242,0.085020594,-0.052380622,-0.26846955,0.216727937,0.09090407,0.083908945,-0.139484282,-0.172006396,0.308974314,0.250364339,0.037984118,0.054433355,0.043209367,0.046460699,0.201817472,-0.244964996,-0.039628261,0.056088179,0.162729789,0.077930006,-0.148311505,-0.078524649,-0.122570641,0.018981399,-0.216967981,0.273850118,0.366384506,0.119133994,-0.133085018,0.117663111,0.118184498,0.169286513,0.045627182,-0.136879782,-0.116633072,-0.028566875,-0.071007805,-0.163649532,-0.152302992,0.676534283
150,protoroles-instigation,semantics,protoroles,token(s) pair classification,0.001953125,protoroles-instigation,0.137819141,0.03371785,0.068652044,0.002135566,0.144658488,0.157664733,0.146517278,0.078508157,0.088356531,0.046543482,-0.010818391,0.014172037,0.183320203,0.189033227,0.230095237,0.312728797,0.055438218,0.055418659,0.161593223,0.165688843,0.167065395,0.064765498,0.247608152,0.027959484,-0.037221672,0.071226484,0.066003602,0.286454594,0.251514161,0.300301862,0.288765723,0.270451352,0.275118202,0.238288811,0.257809138,0.261504507,0.279298294,0.262633237,0.26418528,0.227821206,0.299389741,0.299262375,0.190762904,0.222020438,0.023384719,0.033903495,0.151095572,0.104974341,0.008402061,-0.035454604,-0.041294727,-0.03558004,0.107059665,0.200094709,-0.020077594,0.127493889,0.275002459,0.052092167,0.129034597
